system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,NDVI,NDWI,SAVI,date,farm_id,.geo
20190103T054221_20190103T054534_T43QBD_0,1484.1065117404987,1031.009634471072,511.58426531106267,742.0687484870491,801.6633260711693,1047.6102638586303,1539.7238441055433,1713.6259985475676,1790.0297264584842,1834.217477608327,0.8592250557083718,0.35888176219292717,0.077056264094251,0.5382205405918998,2019-01-03,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190103T054221_20190103T054534_T43QBD_1,1447.352910380277,1151.0405977821144,527.654847460854,739.1030412641,876.4067869211365,1061.2233115986865,1282.0336014468612,1373.5226785969255,1464.0806244348196,1476.2444433867977,0.533019105480732,0.2502181837905329,0.004809044644993646,0.37524716876495734,2019-01-03,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190103T054221_20190103T054534_T43QBD_2,1545.2943495400796,1084.0676741130094,482.5696452036794,717.1944809461237,709.7411300919842,1054.8475689881736,1804.4809461235218,2048.5860709592644,2218.072273324573,2173.321287779238,1.3067423282653223,0.50710862381322,0.1719381233519828,0.7605334150826186,2019-01-03,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190103T054221_20190103T054534_T43QBD_3,1691.2178674351585,1188.9899135446685,560.035158501441,813.2556195965417,869.0890489913546,1244.2838616714696,1725.5391930835733,1872.7997118155622,1942.8829971181556,2046.4760806916427,0.8753321793293987,0.3676350271306738,0.058425138724470055,0.5513559295448957,2019-01-03,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190108T054219_20190108T054718_T42QZJ_0,2642.4368388000576,2213.6328196705463,1545.9644461620207,1745.8039708226654,1825.1543403700296,2071.8490411091243,2626.6870199507266,2826.929761847253,2922.316506448963,2933.947104004637,1.200613125253864,0.2284846341948344,0.04837529842727132,0.34269110088169824,2019-01-08,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190108T054219_20190108T054718_T42QZJ_1,2439.296618219815,2120.9119407238522,1521.3459675121114,1693.0690605110665,1829.3340932839362,2026.7906336088163,2332.8316234444756,2463.591526550774,2551.397169184002,2544.991498052627,0.8619801315837984,0.1644712426597034,0.02303417200316557,0.24667872384343342,2019-01-08,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190108T054219_20190108T054718_T42QZJ_2,2578.6933158584534,2072.9823066841413,1473.2444298820446,1671.8191349934468,1666.159895150721,2038.0465268676278,2796.013106159895,3023.435779816514,3161.67627785059,3168.2110091743116,1.7717268049581807,0.3084760151681515,0.10069052761466711,0.46266620469040903,2019-01-08,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190108T054219_20190108T054718_T42QZJ_3,2813.5723741007196,2426.024748201439,1677.2650359712227,1858.6261870503602,1980.3136690647484,2267.586762589928,2676.8877697841726,2837.7545323741006,2888.44892086331,2970.667050359712,1.0143064951194527,0.1835726146514461,0.01080879627558036,0.2753309736067595,2019-01-08,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190108T054219_20190108T054718_T43QBD_0,2647.6388767852823,2216.800677801985,1551.5398692810459,1749.0076010651173,1826.5562333575408,2075.250157346889,2634.466957153232,2837.937690631808,2924.382570806101,2948.046381021544,1.218227180473923,0.22836634004988327,0.047683490295395065,0.34251371226472527,2019-01-08,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190108T054219_20190108T054718_T43QBD_1,2440.519537385179,2123.4519061444,1526.7678358954836,1694.611679596402,1830.1427347579845,2027.3154062157917,2332.1515396696964,2462.2152681928524,2550.264718480795,2542.8760649183764,0.8746031858639016,0.16403398098952116,0.022498726101464788,0.24602290449036765,2019-01-08,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190108T054219_20190108T054718_T43QBD_2,2577.7641261498034,2060.9717477003946,1478.1018396846257,1677.1741130091991,1666.1294349540083,2043.627463863338,2806.7371879106445,3018.2181340341663,3187.11038107753,3172.9940867279893,1.8205662061298142,0.31220513029444924,0.10489502992582604,0.4682595464067716,2019-01-08,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190108T054219_20190108T054718_T43QBD_3,2811.317579250721,2414.034293948127,1683.4377521613835,1861.092795389049,1982.598270893372,2261.9544668587896,2690.879827089337,2860.9780979827096,2882.878386167147,2984.2821325648406,1.0249714153410712,0.1823611751452222,0.010540311547280622,0.2735139487759271,2019-01-08,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190113T054201_20190113T054748_T42QZJ_0,1680.2033718177856,1180.198299599053,613.9690836191486,852.9636249456545,846.8141635669772,1175.8942563161197,1924.5297811699913,2135.0614946137857,2200.021061784453,2240.268151297038,1.2590940317713055,0.43882114357683033,0.1298449202058272,0.6581239238571828,2019-01-13,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190113T054201_20190113T054748_T42QZJ_1,1443.6579272347299,1036.9831385959908,599.0542889712168,801.6800607960482,856.9110857794243,1115.732022418543,1516.4349767265126,1641.4326493777899,1682.4549254298472,1723.2056141350806,0.8983589066599981,0.3248846549375893,0.07571979758312633,0.48723056546126037,2019-01-13,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190113T054201_20190113T054748_T42QZJ_2,1685.0176933158584,1161.6199213630407,637.1173001310616,869.1369593709045,832.9541284403671,1228.1821756225424,2000.8630406290956,2259.0006553079947,2345.0432503276543,2412.365661861075,1.4708056400787324,0.47311169004811754,0.16203817398103468,0.7095560326549413,2019-01-13,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190113T054201_20190113T054748_T42QZJ_3,1809.104748201439,1441.405179856115,773.1283453237411,998.4941007194245,1091.854964028777,1371.5905035971225,1777.037985611511,1917.025035971223,1932.0661870503602,2046.450935251799,0.7743162348449949,0.2742355358132564,0.03000135632699988,0.41128579419760497,2019-01-13,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190113T054201_20190113T054748_T43QBD_0,1684.7260711692084,1183.361171629146,628.9511982570806,864.5142580488985,855.2800774630841,1184.3687242798353,1931.5748729121274,2143.73512466715,2200.676736867587,2248.238102154442,1.2806140079006647,0.43477635987448654,0.12862318879111934,0.6520580818340421,2019-01-13,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190113T054201_20190113T054748_T43QBD_1,1442.1717195754607,1038.1321688639284,614.2864689924327,813.1384036933034,865.6281947551281,1120.249297986769,1514.2104135928803,1637.712388748751,1680.3751368330877,1719.0288896292423,0.9119598859163515,0.3198188939709368,0.0756355901277767,0.4796336766615376,2019-01-13,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190113T054201_20190113T054748_T43QBD_2,1701.709592641262,1175.4921156373196,649.8528252299607,881.0696452036796,844.2417871222077,1236.1248357424442,1989.8961892247044,2253.320630749015,2353.2141918528255,2414.1241787122217,1.4806169030514793,0.46919028277433167,0.15869425398737855,0.7036755616476628,2019-01-13,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190113T054201_20190113T054748_T43QBD_3,1813.3893371757933,1439.150432276657,788.3195965417868,1009.3377521613832,1100.9755043227665,1378.764841498559,1786.684149855908,1926.9109510086455,1927.7112391930837,2069.1893371757924,0.7792059725101819,0.269078673931683,0.02769494446185755,0.4035519237898974,2019-01-13,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190123T054131_20190123T054549_T42QZJ_0,1711.3163615284282,1118.8171585913722,519.1652094101731,804.8164339886958,718.274962562195,1138.0383556349932,2201.1663687744544,2505.971547268248,2544.134872711463,2605.654316216608,1.5461237769680984,0.5581949417240499,0.1943387918902458,0.8371640077186159,2019-01-23,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190123T054131_20190123T054549_T42QZJ_1,1628.2130711503748,1141.8921345112565,533.4983376080554,785.621022133561,788.3122447040943,1117.971264367816,1846.6651467654603,2064.1745986510878,2070.851904626198,2165.001852379595,1.1523723329546594,0.4479182858117809,0.1186999619430852,0.6717598641005225,2019-01-23,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190123T054131_20190123T054549_T42QZJ_2,1726.806028833552,1219.1363040629096,547.994757536042,793.5176933158585,801.475098296199,1211.53997378768,1921.9986893840107,2154.39252948886,2137.410222804718,2281.7241153342075,1.184143518816365,0.45275567503453834,0.10439216601948477,0.6790178320436505,2019-01-23,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190123T054131_20190123T054549_T42QZJ_3,1628.2589928057553,1236.0471942446043,589.1677697841727,805.9456115107911,893.3513669064747,1183.209496402878,1574.692949640288,1719.7646043165466,1647.688057553957,1854.934964028777,0.7214121489912644,0.2925121669842456,0.001197422182386113,0.4386818978064592,2019-01-23,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190123T054131_20190123T054549_T43QBD_0,1716.8210118615348,1123.652384410554,530.5649479544907,813.6084725248127,725.8938755749214,1147.0585330428466,2213.26661825224,2514.101428225611,2546.2641491164363,2615.1179859598155,1.5616471814838517,0.5547626161925469,0.19317881591901323,0.832016702735959,2019-01-23,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190123T054131_20190123T054549_T43QBD_1,1629.8142877540338,1147.9482176003048,545.5764599495501,794.7634096425681,796.024891723383,1127.4728475560419,1849.2199800104706,2064.817143401076,2070.123173575746,2161.705868354671,1.1633267175548874,0.4438551820497606,0.11803608389485469,0.6656665666836338,2019-01-23,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190123T054131_20190123T054549_T43QBD_2,1731.61629434954,1219.5611038107754,560.402102496715,801.9579500657032,807.2930354796323,1216.1445466491462,1906.9954007884367,2134.460578186597,2138.3061760841,2240.962549277267,1.2058191980495279,0.4497751984366225,0.1028709023271598,0.6745481136867743,2019-01-23,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190123T054131_20190123T054549_T43QBD_3,1654.8512968299708,1257.8677233429394,600.0109510086456,811.4086455331412,898.5106628242075,1204.8729106628246,1609.6628242074928,1752.7582132564844,1642.6219020172912,1878.2792507204608,0.7269978584017287,0.2886081012373247,-0.007294951555767161,0.4328269146063736,2019-01-23,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190128T054109_20190128T054439_T42QZJ_0,1512.9203903193077,886.1320226076033,379.5040336215641,631.071880585479,483.15110381141005,893.8138737259067,2165.414279503406,2575.313801265638,2764.6449929955074,2670.8599101492678,2.0264346140234246,0.697106500314282,0.2870864226660133,1.045496481032844,2019-01-28,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190128T054109_20190128T054439_T42QZJ_1,1520.2927234729739,1020.4582977106492,425.63660112092697,644.2550109242898,599.1975871568347,914.1155599886011,1828.254820936639,2135.5139640923335,2289.198252113612,2214.6814857034287,1.581009570066259,0.583264726026853,0.19964145630411229,0.8747455524142974,2019-01-28,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190128T054109_20190128T054439_T42QZJ_2,1667.6389252948884,1152.6251638269987,432.6526867627785,670.4200524246396,669.3368283093055,1058.0294888597641,1841.9062909567494,2112.097640891219,2371.6880733944954,2285.4823066841413,1.3592244325338343,0.557559180528262,0.1722666703317141,0.8362008803919507,2019-01-28,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190128T054109_20190128T054439_T42QZJ_3,1658.2382733812951,1275.9772661870504,509.8661870503597,702.4348201438847,822.6811510791368,1130.178417266187,1504.2779856115108,1658.6161151079139,1732.0454676258992,1809.1654676258993,0.7550385787593694,0.3357624759259348,0.0036228203589593368,0.5035462777451284,2019-01-28,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190128T054109_20190128T054439_T43QBD_0,1516.9758412006775,890.5111595255383,411.8681190994917,653.0187847978698,501.7971919632051,907.9771968046475,2166.834713144516,2574.9965141612197,2755.3386589203583,2671.3123214717984,2.108895769580824,0.6863374403790613,0.28452558485756596,1.029346025429949,2019-01-28,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190128T054109_20190128T054439_T43QBD_1,1517.0360763409644,1018.9730141354529,456.5164913616677,665.9251344533816,615.8490314597117,924.4077863976011,1826.5744134025024,2131.346675550902,2285.3800390271763,2207.5717957260485,1.6452384205040391,0.5736736878891933,0.1999722716021347,0.860362161153172,2019-01-28,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190128T054109_20190128T054439_T43QBD_2,1688.1918528252304,1167.8311432325888,465.52628120893576,689.8009198423129,684.4553219448095,1092.5742444152434,1866.2897503285153,2129.339684625493,2363.8278580814726,2332.2128777923785,1.4270318202485803,0.5493731358387105,0.16511612676439627,0.8239242659935387,2019-01-28,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190128T054109_20190128T054439_T43QBD_3,1669.1812680115277,1280.5256484149852,537.6409221902018,720.1691642651297,834.0757925072046,1140.9348703170026,1535.183573487032,1676.4178674351579,1727.843227665706,1857.265994236311,0.7821486020415407,0.3292645449952731,5.471602719524766E-4,0.4938017504425106,2019-01-28,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190207T054019_20190207T055251_T42QZJ_0,1535.7740688855606,990.1595575092987,359.7635863001786,579.9132409062365,525.111878653205,885.555335491039,2037.2649630452631,2520.130186947489,2565.9536254287227,2621.892130814936,1.6964078513813934,0.6600611999600954,0.25073161616270495,0.9899308921688568,2019-02-07,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190207T054019_20190207T055251_T42QZJ_1,1487.294813337133,1004.5459295145816,378.71335613185136,575.3093948893321,569.9922105063172,879.0246508976916,1797.9345967512104,2190.185142965707,2197.4139830910976,2282.312102213355,1.478403690067248,0.5883101509086271,0.19180295142057072,0.8823052367760666,2019-02-07,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190207T054019_20190207T055251_T42QZJ_2,1725.2732634338136,1215.2385321100915,469.6022280471822,736.0013106159894,765.6566186107469,1156.3584534731324,1958.066841415465,2204.5609436435125,2298.9724770642197,2348.5792922673654,1.137916998956181,0.49973031317473804,0.1418893827646672,0.749472907624457,2019-02-07,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190207T054019_20190207T055251_T42QZJ_3,1724.5070503597124,1355.0863309352521,546.7646043165468,740.5355395683451,921.6756834532374,1207.1323741007195,1509.1939568345322,1672.6290647482012,1615.7162589928057,1823.4405755395687,0.5556257902429026,0.26586694153886153,-0.037738865788275434,0.39872219710900575,2019-02-07,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190207T054019_20190207T055251_T43QBD_0,1542.7937545388525,996.0989590898088,369.4700072621642,586.5205035100458,528.4229484386348,894.0876785282014,2050.792398934883,2533.921955942871,2567.6105543451954,2637.6693778746067,1.724407214774927,0.6583568491948409,0.24902897733436227,0.9873750540841539,2019-02-07,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190207T054019_20190207T055251_T43QBD_1,1487.3158821569652,1005.2062253105518,388.7757841130838,582.8298986245302,574.0017133882253,882.6138689258008,1797.4564275855503,2187.4174004093097,2195.4701822854704,2279.9839607824474,1.5007516744410736,0.5856122014590256,0.19132670651067618,0.8782592071031952,2019-02-07,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190207T054019_20190207T055251_T43QBD_2,1731.082128777924,1227.0295663600527,479.8226018396847,742.2299605781867,771.0683311432329,1169.3475689881736,1982.6478318002628,2197.080814717477,2300.9185282523,2369.901445466491,1.1502343489992657,0.49740587650475093,0.14074636889411277,0.7459872521869073,2019-02-07,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190207T054019_20190207T055251_T43QBD_3,1745.6449567723344,1366.44265129683,554.9731988472622,745.9541786743519,924.9089337175793,1230.8322766570604,1551.2878962536026,1713.7743515850145,1608.4760806916424,1870.7469740634006,0.5571341157798243,0.2623800591466502,-0.04481308672026222,0.39349279466588855,2019-02-07,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190212T053941_20190212T055216_T42QZJ_0,2377.308439205835,1895.2863146707884,1437.9354137481284,1611.8379788416019,1562.7689000531373,1880.4318631950148,2819.39645427757,3225.1304284817143,3302.030143471328,3344.7724264528283,2.3275023139870323,0.3575012442054118,0.16327447966297362,0.5361967096091234,2019-02-12,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190212T053941_20190212T055216_T42QZJ_1,2311.465232259903,1871.8456825306355,1452.971264367816,1620.7791393559412,1601.348959817611,1857.3734682245647,2678.1797283176597,3023.2678825876314,3048.3251638643483,3125.285883917546,2.096293535172722,0.31109052383268454,0.13722565780263402,0.4665855977487973,2019-02-12,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190212T053941_20190212T055216_T42QZJ_2,2629.2195281782438,2181.3093053735256,1593.3387942332897,1795.1526867627786,1827.4626474442987,2196.4475753604197,2927.241153342071,3159.292267365662,3286.3604193971173,3256.17758846658,1.5878669266930154,0.28463017858261375,0.11044989441475841,0.4269035734318256,2019-02-12,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190212T053941_20190212T055216_T42QZJ_3,2622.5231654676268,2301.216978417266,1613.2307913669065,1790.4071942446044,1945.7090647482019,2185.0374100719428,2441.7994244604315,2579.828201438849,2532.717697841727,2710.250935251799,0.6807113851390313,0.12858075686345657,-0.01869604281184561,0.19284989112895803,2019-02-12,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190212T053941_20190212T055216_T43QBD_0,2382.631324134592,1898.3467441297512,1445.0259017187118,1615.1873638344225,1564.5906076010654,1888.0479786976518,2828.2190268700074,3229.795400629387,3303.387267005568,3349.9455821834913,2.3806205687925863,0.3572295037825644,0.1625376224440871,0.5357891704443218,2019-02-12,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190212T053941_20190212T055216_T43QBD_1,2309.772976060159,1871.807576983485,1459.7502736661747,1623.8978154300132,1603.0753414877922,1860.4013135976393,2675.89624482414,3018.8380848127176,3047.8792061301224,3122.0595402408258,2.143948651504639,0.31054338861780173,0.13750890596938287,0.46576499686643336,2019-02-12,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190212T053941_20190212T055216_T43QBD_2,2647.8942181340344,2198.7687253613667,1601.126149802891,1798.4415243101187,1832.6977660972407,2199.2752956636004,2970.407358738503,3189.9717477003946,3298.6767411300925,3274.4080157687263,1.6106367074061327,0.28514522987472596,0.10889688724339079,0.4276762187674443,2019-02-12,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190212T053941_20190212T055216_T43QBD_3,2648.0668587896253,2304.7902017291067,1619.1749279538903,1791.5155619596542,1947.0579250720464,2210.1648414985593,2481.190201729107,2618.991354466859,2528.9590778097986,2766.91037463977,0.6903283556323749,0.12772864978531984,-0.023342123133894048,0.1915718378936056,2019-02-12,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190217T053909_20190217T055110_T42QZJ_0,2414.697212695038,1943.883918651272,1498.5243224964972,1623.220424134099,1583.4833582918693,1880.4935993430263,2769.8958504420075,3205.290469059465,3318.832520168107,3331.7856142215337,2.829972566963114,0.35410078708523873,0.15899883348256705,0.5310969355560619,2019-02-17,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
20190217T053909_20190217T055110_T42QZJ_1,2290.2258953168043,1868.9207751496147,1501.371948323359,1610.6320889142203,1589.3375605585634,1832.5265982711114,2644.5453120547154,3034.1398309109895,3110.9392039517415,3134.657452265603,2.8158175651250783,0.3236078598475388,0.15175381315172198,0.48536014047745285,2019-02-17,Farm2,"{""type"":""Polygon"",""coordinates"":[[[72.750958,21.237044],[72.75104,21.236495999999995],[72.75231200000002,21.236687],[72.752218,21.237244],[72.750958,21.237044]]]}"
20190217T053909_20190217T055110_T42QZJ_2,2672.5386631716906,2199.3309305373527,1662.9829619921363,1835.929226736566,1867.4711664482309,2259.64875491481,2974.709043250327,3259.274574049803,3399.030144167759,3359.1251638269987,1.8033434969092612,0.29046508561026907,0.1195119162244135,0.43565627528903184,2019-02-17,Farm3,"{""type"":""Polygon"",""coordinates"":[[[72.73234100000002,21.227198],[72.732392,21.226953],[72.732652,21.22712],[72.732508,21.227258],[72.73234100000002,21.227198]]]}"
20190217T053909_20190217T055110_T42QZJ_3,2689.648633093526,2374.9628776978416,1693.6716546762593,1826.019568345324,1980.2710791366903,2204.8958273381295,2499.2952517985614,2651.6802877697846,2614.087482014388,2771.967194244604,0.8838921392249375,0.1352459915769932,-0.015668493142089075,0.20284720639526924,2019-02-17,Farm4,"{""type"":""Polygon"",""coordinates"":[[[72.731663,21.227759999999996],[72.731744,21.227447],[72.732082,21.227509],[72.731988,21.227866],[72.731663,21.227759999999996]]]}"
20190217T053909_20190217T055110_T43QBD_0,2419.615056886952,1947.1654805131925,1498.334059549746,1622.5089808763016,1580.8376664245943,1885.742532074558,2776.2724279835397,3208.931541999516,3317.9773420479305,3335.658678286129,2.864815327984759,0.35475353792855024,0.1580756383301708,0.5320759200365643,2019-02-17,Farm1,"{""type"":""Polygon"",""coordinates"":[[[72.750877,21.237588999999996],[72.750958,21.237044],[72.752218,21.237244],[72.752108,21.237798999999995],[72.750877,21.237588999999996]]]}"
